FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species	TaxonomyStatus
OTU_R8097								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R81								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R810								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8106								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R811								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8111								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8114								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R812								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8123								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8124								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8126								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8128								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8130								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8135								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R814								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8142								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8145								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8146								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8148								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8153								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8154								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8155								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8156								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8157								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8159								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R816								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8160								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8163								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8165								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8167								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8168								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R817								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8170								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8172								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8173								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8175								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8177								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R818								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8182								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8183								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8184								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8186								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8188								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8192								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8194								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8197								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8199								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R82								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R820								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8200								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8201								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8202								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8205								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8207								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8209								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R821								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8210								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8211								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8215								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8216								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8217								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R822								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8221								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8224								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8227								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8228								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8229								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R823								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8231								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8236								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8237								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R824								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8243								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8247								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R825								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8250								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8252								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8253								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8257								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8258								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R826								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8260								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8261								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8262								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8263								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8264								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8266								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8267								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8269								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R827								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8271								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8273								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8275								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R828								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8281								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8282								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8284								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8285								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R829								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8292								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8295								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8299								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R83								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R830								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8301								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8305								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8306								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R831								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8310								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8311								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8312								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8313								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8316								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8319								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R832								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8320								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8322								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R8323								Not distributed with phyloseq::soilrep; not used in this analysis
